Easting,Northing,UTM Zone,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
964774,5087647,T10,-117.0204136,45.78565605,5481,,DEFAULT,91.7497,2019/08/18 18:14:59+00,2019/08/20 19:38:59+00,82,0.1,ORBMC,,,,,,,,,Natural,,,ML6Z,,2019/08/11 19:27:00+00,,2019/10/17 18:00:00+00,,,,,P6,616,NWCC,,,,,,Hollow Log,,WF,FI,45.78072,-117.0094,82,,{C33A90B8-68C2-41AF-83D3-55442EDD1F51},,0,0,0,0,0,,838,,,,Wallowa,ORBMC,41063,FS,ORWWF,,USFS,Federal,,,,,,,NW11,FS,ORWWF,US-OR,,,,,,2019-ORWWF-000838,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2019/08/14 17:31:35+00,2019/08/12 00:44:31+00,2019/10/17 18:01:33+00,IRWIN,{A29371FC-4345-4C1D-A03C-18DB3B947F66},,,
1072382,5174054,T10,-115.5426134,46.47630626,5634,EKT5,CERTIFIED,0.62,2020/08/30 14:00:00+00,2020/08/30 21:01:59+00,0.1,0.1,IDGVC,,,,2021/12/29 21:30:51+00,,,,,Natural,Lightning,,,,2020/08/30 01:13:06+00,,2020/08/31 00:52:00+00,,,,,P1,117,NRCC,,,,,,Lean To,,WF,FI,46.4763,-115.5426,,2020/08/30 02:00:00+00,{EDC30B47-D703-4079-B372-47896FA8C785},,0,1,0,0,0,,655,,,,Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,,,,,,,NR03,FS,IDNCF,US-ID,Timber,TL4,,,,2020-IDNCF-000655,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/30 02:18:36+00,2021/12/29 21:30:51+00,IRWIN,{B5D5AEA2-A0A7-4D19-97B4-0483FD75B2B0},,,
696889,4718797,T10,-120.6001249,42.59647843,6198,,CERTIFIED,1.07,2020/09/03 23:38:00+00,2020/09/05 18:11:00+00,1.1,0.1,ORLFC,,,,2020/10/28 21:49:03+00,,,,,Unknown,Cause and Origin Not Identified,,NJ10,,2020/09/03 14:12:00+00,,2020/09/26 22:36:00+00,,,,,P6,602,NWCC,,,,,,Burford Canyon,,WF,FI,42.59227,-120.6015,,2020/09/03 14:16:00+00,{654E4FD5-73CF-4336-A859-BB97915F9279},,0,0,0,0,0,,200395,,,,Lake,ORLFC,41037,FS,ORFWF,,USFS,Federal,,,,,,,NW07,FS,ORFWF,US-OR,Timber,TU5,,,,2020-ORFWF-200395,No Decision,wildcad,INFORM_Inspector,0,,,2020/09/03 14:38:20+00,2020/10/28 21:49:03+00,IRWIN,{F8B9C325-B665-4521-812E-0C23875C2787},,,
449462,4688167,T10,-123.613542,42.34412718,6233,,CERTIFIED,0.1,2020/10/02 02:10:59+00,,0.1,0.1,ORRVC,,,,2020/10/20 17:53:33+00,,,,,Human,Camping,Trash Burning,NM28,,2020/10/02 01:02:59+00,,2020/10/04 21:00:00+00,,,,,,,NWCC,,,,,,Copper,,WF,FI,42.15584,-123.6722,,2020/10/02 01:15:00+00,{F9D8F43C-9DE1-41BB-9226-E0339B44E875},1,0,0,0,1,1,,439,,,,Josephine,ORRVC,41033,FS,ORRSF,,USFS,Federal,,,,,,,NW04,FS,ORRSF,US-OR,Timber,TU2,,,,2020-ORRSF-000439,No Decision,wildcad,INFORM_Inspector,0,,,2020/10/02 19:47:57+00,2020/10/20 17:53:33+00,IRWIN,{8E1EF241-0C8E-40C3-89F7-9F1E1ABF4D5B},,,
968619,4953609,T10,-117.0970134,44.58304595,6581,,DEFAULT,2070.0007,2018/09/17 23:00:00+00,2018/09/20 00:00:00+00,2026,12,IDPAC,335000,,,,Minimal,Smoldering,Uphill Runs,Flanking,Human,,,L43B,,2018/09/15 23:29:00+00,Type 3 Incident,2018/10/09 15:59:59+00,0,100,0,0,P4,412,GBCC,2018/09/17 23:00:00+00,2018/09/17 12:59:59+00,2018/09/17 23:00:00+00,F,Type 3 IC,Mountain Man,"20 miles northwest of Midvale, ID",WF,FI,44.66913,-116.6327,20,,{24FF34A6-228A-43E3-A376-4B7DED4CF836},,0,1,1,1,1,,482,100,100,,Washington,IDPAC,16087,PRI,IDPRI,,,,,,,,,,GB01,FS,IDPAF,US-ID,,,Tall Grass (2.5 feet),Brush (2 feet),68,2018-IDPAF-000482,No Decision,wildcad,wfdss,0,,,2018/09/16 00:11:34+00,2018/11/19 23:55:26+00,IRWIN,{322C375C-E523-494E-A85F-8EA9EC893EA2},,,
1073534,5174802,T10,-115.5268134,46.48200626,6762,EKT5,CERTIFIED,1.91,2020/08/30 22:28:00+00,2020/08/31 15:30:00+00,0.25,0.1,IDGVC,,,,2021/12/29 21:34:21+00,,,,,Natural,Lightning,,,,2020/08/29 23:55:51+00,,2020/08/31 22:22:59+00,,,,,P1,117,NRCC,,,,,,Felix Creek,,WF,FI,46.44927,-115.5593,,2020/08/30 02:16:00+00,{88B75661-9532-4AFB-9DAB-4ED4898D8CF4},,0,1,0,0,0,,654,,,,Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,,,,,,,NR03,FS,IDNCF,US-ID,Brush,SH3,,,,2020-IDNCF-000654,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/30 02:28:42+00,2021/12/29 21:34:22+00,IRWIN,{BD2B8A41-CDC7-427C-BC66-A96BF5AED052},,,
626025,4840403,T10,-121.4358139,43.70595547,7484,,CERTIFIED,392.9071,2020/07/22 23:00:00+00,2020/12/03 22:41:59+00,393,0.1,ORCOC,600000,,,2021/01/07 22:35:38+00,Minimal,Smoldering,Creeping,Wind Driven Runs,Human,Other Human Cause,"Other, Unknown",M94G,,2020/07/18 21:01:59+00,Type 3 Incident,2020/12/11 15:40:00+00,0,100,0,0,P6,601,NWCC,2020/07/22 21:59:59+00,2020/07/21 22:15:00+00,2020/07/22 21:59:59+00,F,Type 3 Team,ROSLAND ROAD 0429 NE,FOUR MILES NE OF LAPINE OREGON,WF,FI,43.71098,-121.4565,,2020/07/18 21:30:00+00,{696ADC87-6F95-47BD-BE34-475814E6B7A5},1,0,1,1,1,0,0,429,100,100,LAPINE,Deschutes,ORCOC,41017,FS,ORDEF,,USFS,Federal,Willamette,SE,SW,11,32,21,NW07,FS,ORDEF,US-OR,Grass-Shrub,GS2,Timber (Litter and Understory),Brush (2 feet),52,2020-ORDEF-000429,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/07/20 23:21:36+00,2020/07/18 21:36:17+00,2021/01/07 22:35:38+00,IRWIN,{BE936E3A-5319-4FA2-88BD-285ABF5F4AE7},,,
534303,4842684,T10,-122.5740141,43.73640537,7818,,DEFAULT,5290.0532,,,6033,,,28500000,,,,,,,,,,,JB14,,2014/08/11 17:57:00+00,,2014/12/04 20:00:00+00,,,,,,,NWCC,,,,,,DECEPTION CREEK,,WF,FI,,,,,{F4C0F929-EAC6-48BF-A7DF-A9E974DFECF9},,0,0,0,0,0,,140274,100,,,Lane,,41039,,ORWIF,,USFS,Federal,,,,,,,,,ORWIF,US-OR,,,,,,2014-ORWIF-140274,,firecode,wfdss,0,,,2014/08/12 16:02:27+00,2015/01/15 00:38:55+00,IRWIN,{811B3206-B9C3-4B0E-9C2E-225407AAA8E3},,,
475718,4660129,T10,-123.2936139,42.09287519,7971,,DEFAULT,1978.7569,2017/11/28 18:59:59+00,2017/11/28 18:59:59+00,2093,7,ORRVC,,,,,,,,,Natural,,,K9LE,,2017/08/11 14:58:59+00,,2017/11/28 18:59:59+00,,,,,,,NWCC,,,,,,Creedence,,WF,FI,42.09169,-123.2019,7,,{C21552C6-37AD-4845-A4A2-4AC0AEC43709},,0,0,0,0,0,,600,,,,Josephine,,41033,,ORRSF,,USFS,Federal,,,,,,,NW04,FS,ORRSF,US-OR,,,,,,2017-ORRSF-000600,Approved Decision,wildcad,wildcad,0,,,2017/08/11 19:15:19+00,2017/12/08 01:05:17+00,IRWIN,{19116AC4-F013-43D9-9422-2D0043A7BDBB},1,Miller Complex,{08C7D95C-95DE-4EE8-BA1E-0ACCC382D69C}
1075713,4873648,T10,-115.845013,43.791406,8025,,DEFAULT,21.4198,2015/08/07 02:00:00+00,2015/08/08 21:30:00+00,11.9,0.1,IDBDC,300000,,,,,,,,Natural,,,,,2015/08/04 15:56:26+00,Type 4 Incident,2015/08/16 20:19:59+00,,,,,,,GBCC,2015/08/07 02:00:00+00,2015/08/06 12:00:00+00,2015/08/07 02:00:00+00,F,Type 4 IC,GRAYBACK,,WF,FI,43.8323,-115.8365,,,{3DA1FE4D-5CFE-4E38-AD7E-8FFD3C610F7C},,0,0,0,0,0,,814,100,,,Boise,,16015,,IDBOF,,,,,,,,,,,,IDBOF,US-ID,,,Short Grass (1 foot),,47,2015-IDBOF-000814,,wildcad,wildcad,0,,,2015/08/04 19:05:53+00,2015/08/17 23:18:12+00,IRWIN,{95752620-2354-4EB1-B655-468B669AE1A7},,,
714788,4497727,T10,-120.4614033,40.60247433,8034,,CERTIFIED,471.6686,2020/08/19 02:25:00+00,2020/08/19 02:42:00+00,471,0.1,CASIFC,45000,,,2020/12/04 22:05:19+00,Minimal,Creeping,,,Natural,Lightning,,NFZ3,,2020/08/17 19:41:59+00,Type 4 Incident,2020/09/11 20:58:00+00,0,100,0,0,,,ONCC,2020/08/20 00:00:00+00,2020/08/19 00:59:59+00,2020/08/20 00:00:00+00,F,Type 4 IC,R-5 SNOWSTORM,17 Miles NE of Susanville,WF,FI,40.602469,-120.46139,,2020/08/17 19:41:59+00,{9281756E-072A-4BBB-809B-8F49DBB063B2},0,0,1,0,0,0,0,4682,100,100,,Lassen,CASIFC,6035,BLM,CANOD,,BLM,Federal,,,,,,,NC08,BLM,CANOD,US-CA,Grass-Shrub,GS3,Brush (2 feet),Short Grass (1 foot),2,2020-CANOD-004682,No Decision,cfcad,INFORM_Inspector,0,,,2020/08/17 19:57:34+00,2020/12/04 22:05:20+00,IRWIN,{DBEE75EC-AC51-4007-BFCE-D9B5217EEF87},,,
937577,4922875,T10,-117.5121134,44.32714589,8053,,CERTIFIED,221.22,2020/09/20 00:00:00+00,2020/09/20 00:01:00+00,221,209,ORVAC,,,,2020/11/20 18:02:47+00,,,,,Natural,Lightning,,NL0J,,2020/09/19 05:50:00+00,,2020/10/19 18:00:00+00,,,,,,,NWCC,,,,,,BECKER CREEK,,WF,FI,44.27261,-117.6802,221,2020/09/19 05:55:00+00,{0831388C-C287-43FE-999F-3B6EBED26217},,0,1,1,0,0,,207,,,,Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,Grass,GR2,,,,2020-ORVAD-000207,No Decision,wildcad,INFORM_Inspector,0,,,2020/09/19 07:54:30+00,2020/11/20 18:02:47+00,IRWIN,{D610FCD1-6AE3-412D-A0E1-C83131D3A4F6},,,
932143,5018486,T10,-117.4990135,45.18720596,8496,,DEFAULT,122.2621,2014/10/28 17:00:00+00,2014/10/28 17:00:00+00,945,,,139542,,,,,,,,Natural,,,,,2014/07/29 17:09:00+00,,2014/10/28 17:00:00+00,,,,,,,NWCC,,,,F,,China Cap,,WF,FI,,,,,{CF72EC08-92E4-4F4F-9BBA-DB2EB7576C81},,0,,,,,,672,10,,,Union,,41061,,ORWWF,,USFS,Federal,,,,,,,,,ORWWF,US-OR,,,,,12,2014-ORWWF-000672,,wfdss,wfdss,0,,,2014/07/30 01:07:01+00,2016/01/07 16:46:26+00,IRWIN,{5F458A71-393E-4422-AAAB-3D40E1DD31D1},,,
795109,4991440,T10,-119.2547138,45.01497578,8511,EK2L,CERTIFIED,0.1,2020/06/18 22:11:00+00,2020/06/18 22:11:00+00,0.1,0.1,ORJDCC,,,,2020/06/23 21:59:02+00,,,,,Natural,Lightning,,,,2020/06/17 22:39:59+00,,2020/06/19 00:00:00+00,,,,,P6,614,NWCC,,,,,,Little Potamus,,WF,FI,45.01769,-119.2532,0.1,2020/06/17 22:57:00+00,{5A5146FE-3E50-44EA-AA19-30CC91C085DF},,0,0,0,0,0,,20067,,,,Morrow,ORJDCC,41049,FS,ORUMF,,USFS,Federal,,,,,,,NW11,FS,ORUMF,US-OR,Grass-Shrub,GS2,,,,2020-ORUMF-020067,No Decision,wildcad,INFORM_Inspector,0,,,2020/06/18 20:23:52+00,2020/06/23 21:59:02+00,IRWIN,{7095B636-1ED1-471F-9FFF-33C78F46307E},,,
1038955,5051375,T10,-116.1125133,45.40778611,8579,EKT5,CERTIFIED,39.51,2020/08/08 00:20:00+00,2020/08/08 22:34:00+00,32,0.1,IDGVC,,,,2022/01/05 18:28:38+00,,,,,Natural,Lightning,,,,2020/08/06 22:11:22+00,,2020/08/08 22:34:00+00,,,,,P1,117,NRCC,,,,,,Kelly,,WF,FI,45.42278,-116.1157,30,2020/08/06 23:15:00+00,{0677001D-D91A-4A6A-A66D-DCE11907201E},,0,1,0,0,0,,392,,,,Idaho,IDGVC,16049,FS,IDNCF,,USFS,Federal,,,,,,,NR06,FS,IDNCF,US-ID,Grass-Shrub,GS1,,,,2020-IDNCF-000392,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/06 23:25:25+00,2022/01/05 18:28:39+00,IRWIN,{9AA1EF38-2221-4C08-A303-0219A06869F8},0,,
922436,4962257,T10,-117.6690135,44.68911591,8918,,CERTIFIED,40.13,2020/08/10 05:00:00+00,2020/08/10 18:00:00+00,40,1,ORVAC,,,,2020/12/08 19:48:40+00,,,,,Human,Equipment,Motor Vehicle,ND9Y,,2020/08/10 01:41:00+00,,2020/11/10 18:59:59+00,,,,,,,NWCC,,,,,,PLEASANT VALLEY,,WF,FI,44.69749,-117.6854,,,{13E825E0-2A3B-4A14-B3B1-BD8C4DF3F72C},0,0,1,0,0,0,,143,,,,Baker,ORVAC,41001,,,,Private,Private,,,,,,,NW11,BLM,ORVAD,US-OR,,,,,,2020-ORVAD-000143,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/10 04:29:37+00,2020/12/08 19:48:40+00,IRWIN,{F386FE1A-9AA3-4417-B446-51DE578CED24},,,
700074,5182450,T10,-120.3797144,46.76559578,9220,,CERTIFIED,0.1,2020/10/11 20:29:59+00,2020/11/06 20:00:00+00,0.1,0.1,WACWC,,,,2020/11/10 16:54:24+00,,,,,Human,Other Human Cause,"Other, Known",NNX8,,2020/10/11 08:00:59+00,,2020/11/06 20:00:00+00,,,,,PD,1502,NWCC,,,,,,ROSE SPRINGS,,WF,FI,46.76789,-120.3824,0.1,2020/10/11 08:10:00+00,{B386139B-137B-4162-9735-D4A3738A0A9F},,0,1,0,0,0,,705,,,,Kittitas,WACWC,53037,BLM,WASPD,,Private,Private,,,,,,,NW05,BLM,WASPD,US-WA,Grass-Shrub,GS2,,,,2020-WASPD-000705,No Decision,wildcad,INFORM_Inspector,0,,,2020/10/11 19:04:37+00,2020/11/10 16:54:24+00,IRWIN,{2B372F70-542A-4E36-8DC9-93C84F441641},,,
535456,4757377,T10,-122.565214,42.96822532,9351,EK2M,DEFAULT,0.0822,2017/08/21 20:58:00+00,2017/08/21 20:58:59+00,3,0.25,ORRICC,,,,,,,,,Natural,,,,,2017/08/08 00:47:02+00,,2017/08/21 21:00:00+00,,,,,P6,615,NWCC,,,,,,TL Cougar Cub,,WF,FI,42.97248,-122.5609,3,,{8228006C-1168-40E8-823B-8CCE8B95892A},,0,0,0,0,0,,283,,,,Douglas,,41019,,ORUPF,,USFS,Federal,,,,,,,NW04,FS,ORUPF,US-OR,,,,,,2017-ORUPF-000283,,wildcad,wildcad,0,,,2017/08/09 00:14:42+00,2017/09/26 17:47:00+00,IRWIN,{0D506310-381F-426B-A3A9-8384274617F1},,,
1032032,4887464,T10,-116.3704121,43.94760697,10200,,DEFAULT,10262.9307,2015/06/28 03:59:59+00,2015/06/30 00:00:00+00,10845,1,IDBDC,750000,,,,,,,,Human,,,JT8Q,,2015/06/25 18:30:59+00,Type 3 Incident,2015/07/02 00:00:00+00,,,,,PD,1502,GBCC,2015/07/02 21:59:59+00,2015/07/02 21:00:00+00,2015/07/02 21:59:59+00,F,Type 3 IC,MM43 HWY 52,,WF,FI,43.949299,-116.369797,250,,{5FF76EFE-F1F6-431A-89A5-2F4B937DD294},,0,1,0,0,0,,390,100,,,Gem,,16045,,IDBOD,,BLM,Federal,,,,,,,GB04,,IDBOD,US-ID,,,Tall Grass (2.5 feet),,63,2015-IDBOD-000390,,wildcad,wildcad,0,,,2015/06/25 19:32:57+00,2018/03/14 13:23:39+00,IRWIN,{77DF5709-CA0B-43E9-8A13-9C95CD2B32E7},,,
966809,4858108,T10,-117.2043231,43.72886495,10846,,CERTIFIED,0.2,2020/07/18 15:30:00+00,2020/07/18 17:39:59+00,0.2,0.3,ORVAC,,,,2020/11/20 17:59:39+00,,,,,Unknown,Investigated but Undetermined,Structure,M92E,,2020/07/18 13:09:59+00,,2020/10/10 18:00:00+00,,,,,,,NWCC,,,,,,SNIVELY HOT SPRINGS,,WF,FI,43.72994,-117.203,,2020/07/18 13:20:00+00,{E60C1688-7A43-4B23-B862-3B9CA8E9D9F4},1,0,1,0,1,0,,84,,,,Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,Grass-Shrub,GS1,,,,2020-ORVAD-000084,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/18 14:48:05+00,2020/11/20 17:59:39+00,IRWIN,{033565D5-96D7-4A5C-821C-244EECBF0C50},,,
637785,4983637,T10,-121.2520141,44.99280558,11630,,DEFAULT,4025.968,,2014/10/17 14:00:00+00,42044,,,5200000,,,,,,,,Natural,,,H8AK,,2014/07/13 01:44:59+00,,2014/10/24 17:00:00+00,,,,,,,NWCC,,,,F,,SHANIKO BUTTE,,WF,FI,,,,,{CA983240-E6BB-4D3E-A0BD-8963E647182E},,0,1,0,0,0,,56,96,,,Wasco,,41065,,ORWSA,,BIA,Federal,,,,,,,,,ORWSA,US-OR,,,,,4,2014-ORWSA-000056,,firecode,wfdss,0,,,2014/07/14 01:35:40+00,2014/10/25 15:46:02+00,IRWIN,{5575167C-E291-4535-A06B-5A41827260AE},,,
445960,4532795,T10,-123.6420138,40.94450509,11885,,DEFAULT,0.1409,2014/06/05 03:45:00+00,2014/06/05 06:59:59+00,0.8,,,,,,,,,,,Human,,,H5KA,,2014/06/05 00:04:59+00,,2014/06/08 23:32:59+00,,,,,,,ONCC,,,,,,BRANNAN,,WF,FI,,,,,{A62679F3-24AF-4F1F-8620-5A8D70E076C9},,0,0,0,1,0,,715,,,,Humboldt,,6023,,,,,,,,,,,,,,CASRF,US-CA,,,,,,2014-CASRF-000715,,firecode,wfdss,0,,,2014/06/05 02:40:54+00,2014/06/10 23:56:38+00,IRWIN,{51AF9B51-C69A-4E7B-BEF7-90CCC1CA8928},,,
568287,4746368,T10,-122.1640053,42.86685751,12222,,CERTIFIED,0.1,2020/07/11 00:14:59+00,2020/07/11 01:30:00+00,0.1,0.1,ORLFC,,,,2020/08/02 16:50:38+00,,,,,Human,Utilities,Motor Vehicle,M9CF,,2020/07/10 22:36:00+00,,2020/07/17 21:30:00+00,,,,,PP,1502,NWCC,,,,,,Mazama Charlie,,WF,FI,42.86807,-122.1644,0.1,2020/07/10 22:40:00+00,{6EA0A4D3-0A2D-471C-9EA7-C4C312C48FDD},1,0,0,0,0,0,,200175,,,,Klamath,ORLFC,41035,NPS,ORCLP,,NPS,Federal,,,,,,,NW07,NPS,ORCLP,US-OR,Timber,TL4,,,,2020-ORCLP-200175,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/10 22:58:39+00,2020/08/02 16:50:39+00,IRWIN,{D718805B-D28C-4BCF-8CF8-48B5CBA39360},,,
455053,4853077,T10,-123.5590143,43.82940528,13288,,DEFAULT,989.9763,2014/09/13 18:59:59+00,2014/09/29 07:01:00+00,790,,,5145080,,,,,,,,Undetermined,,,JD3F,,2014/09/06 00:59:59+00,,2014/09/30 18:59:59+00,,,,,,,NWCC,,,,F,,YELLOW POINT,,WF,FI,,,,,{BECCFAD2-DC7F-4CB7-BF16-9B8A50F318C1},,0,1,0,0,0,,4015,100,,,Douglas,,41019,,OREUD,,BLM,Federal,,,,,,,,,OR781S,US-OR,,,,,313,2014-OR781S-004015,,firecode,wfdss,0,,,2014/09/06 02:08:08+00,2014/11/04 20:57:13+00,IRWIN,{FAA3A3AA-C512-407F-9CE3-76F12CBC683E},,,
684495,4705369,T10,-120.7554136,42.47870545,13305,,DEFAULT,117.7431,2019/06/19 23:00:00+00,,107,0.1,ORLFC,55000,,,,Minimal,Smoldering,Smoldering,,Natural,,,MA08,,2019/06/15 20:07:59+00,Type 4 Incident,2019/09/03 00:45:00+00,0,100,0,0,P6,602,NWCC,2019/06/19 22:44:59+00,2019/06/18 23:00:00+00,2019/06/19 22:44:59+00,F,Type 4 IC,Dairy ,"17 miles NE of Bly, OR",WF,FI,42.47724,-120.7725,0.25,,{EB65FF7D-6E17-4F20-BAB5-E93F6BAD3787},,0,0,0,0,0,,169,100,100,,Lake,ORLFC,41037,FS,ORFWF,,USFS,Federal,,,,,,,NW07,FS,ORFWF,US-OR,,,Timber (Litter and Understory),,4,2019-ORFWF-000169,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/06/16 02:33:44+00,2019/06/15 21:24:33+00,2019/09/03 00:45:38+00,IRWIN,{D5E18C09-7998-440E-B587-4C688A2E6207},,,
492568,4551503,T10,-123.0885138,41.11478515,13526,,DEFAULT,264.2243,2018/07/15 00:59:59+00,2018/07/15 00:59:59+00,215,0.1,CAYICC,1720000,,,,Minimal,Smoldering,Backing,Creeping,Unknown,,,LXY9,,2018/07/01 21:39:00+00,Type 4 Incident,2018/10/05 21:00:00+00,0,100,0,0,,,ONCC,2018/07/09 23:15:00+00,2018/07/09 00:59:59+00,2018/07/09 23:15:00+00,F,Type 4 IC,PETERSBURG,"21 miles southwest of Etna, CA",WF,FI,41.11478,-123.0885,,,{83F5DEC0-6AF7-414E-8DB3-E44117B70F9E},,0,0,0,0,0,,4499,100,100,"Cecilville, CA",Siskiyou,CAYICC,6093,FS,CAKNF,,USFS,Federal,,,,,,,NC04,FS,CAKNF,US-CA,,,Timber (Litter and Understory),Timber (Grass and Understory),30,2018-CAKNF-004499,Approved Decision,wildcad,wildcad,0,,,2018/07/01 22:12:04+00,2020/02/11 18:33:20+00,IRWIN,{18A5103C-2366-4D4F-9445-220800A58369},,,
554979,5179024,T10,-122.2800147,46.76250558,13584,,DEFAULT,88.4936,2015/11/19 22:05:59+00,2016/04/06 14:29:59+00,282,0.25,WACCC,2800000,,,,,,,,Natural,,,J1H7,,2015/08/12 01:47:59+00,Type 5 Incident,2016/05/31 17:00:00+00,,,,,P6,603,NWCC,2015/11/20 00:59:59+00,2015/11/13 00:59:59+00,2015/11/20 00:59:59+00,F,Type 5 IC,Alder Lake,,WF,FI,46.762501,-122.281303,0.25,,{3EADC80C-CBF3-4798-BC74-E838B0B6300B},,0,1,1,0,0,,627,100,,Eatonville,Lewis,,53041,,WAGPF,,USFS,Federal,Willamette,,,4E,27,15N,,,WAGPF,US-WA,,,Closed Timber Litter,,1,2015-WAGPF-000627,,wildcad,wildcad,0,,,2015/08/12 19:18:37+00,2016/05/31 19:01:59+00,IRWIN,{3426FF3E-1BAE-443D-8104-B65FBBF9CADE},,,
808823,4920752,T10,-119.1237137,44.37424574,13763,,DEFAULT,9.33,2020/07/26 20:25:00+00,2020/07/31 17:05:00+00,9.4,0.1,ORJDCC,,,,,,,,,Human,,,,,2020/07/25 23:30:46+00,,2020/07/31 17:06:00+00,,,,,,,NWCC,,,,,,Harper,,WF,FI,44.39631,-119.1324,5,,{65774B06-92D9-4F68-B3FF-5D6359AF70F8},,0,0,0,0,0,,20097,,,,Grant,ORJDCC,41023,DOF,OR952S,,Private,Private,,,,,,,NW11,DOF,OR952S,US-OR,,,,,,2020-OR952S-020097,No Decision,wildcad,wildcad,0,,,2020/07/26 00:02:00+00,2020/07/31 17:10:27+00,IRWIN,{BAC44510-75A2-471C-89D6-2A784579CAB1},,,
661493,4622446,T10,-121.0580135,41.73743537,13770,ek10,CERTIFIED,1367.0909,2020/08/15 21:59:00+00,2020/08/15 21:59:59+00,1367,0.1,CAMICC,200000,,,2021/03/26 21:57:44+00,Active,Wind Driven Runs,Running,Spotting,Natural,Lightning,,,,2020/07/23 19:19:34+00,Type 3 Incident,2020/11/30 17:44:00+00,0,100,0,0,P5,509,ONCC,2020/07/24 11:29:59+00,2020/07/24 11:00:00+00,2020/07/24 11:29:59+00,F,Type 3 IC,DALTON ,8 miles E of Tionesta,WF,FI,41.73743,-121.058,,2020/07/23 19:30:00+00,{9F9E1BE4-BE1A-4A44-AE9B-D38B9F4364C2},,0,1,0,0,0,0,498,100,100,Tiionesta,Modoc,CAMICC,6049,FS,CAMDF,,USFS,Federal,,,,,,,NC06,FS,CAMDF,US-CA,Grass-Shrub,GS1,Tall Grass (2.5 feet),Brush (2 feet),35,2020-CAMDF-000498,Approved Decision,wildcad,INFORM_Inspector,0,Type 1 Incident,2020/07/26 17:13:29+00,2020/07/23 19:51:18+00,2021/03/26 21:57:49+00,IRWIN,{0A47A362-443D-45D5-B6D1-B1F1B074B400},,,
